,0,1,2,3,4
22064,475416,저는 동생한테 재미있는 동화책을 자주 읽어줘요 ,8,여,가족 소개하기
22065,475420,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,8,여,가족 소개하기
22066,475424,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,8,여,가족 소개하기
22067,475426,한 달에 한 번 수원 할머니네 집에 가요 ,8,여,가족 소개하기
22068,475434,아빠 회사가 명동에 있는데 주말에 놀러간 적이 있어요 ,8,여,가족 소개하기
22069,475437,나 숙제해야 해 방해하지 마 ,8,여,가정
22070,475438,우리 집에는 이모가 주신 고양이가 두 마리 있어요 ,8,여,가족 소개하기
22071,475442,우리 가족은 엄마 아빠 나 세 명이요,8,여,가족 소개하기
22072,475443,할아버지랑 문구점 같이 가기로 약속했어요 ,8,여,가족 소개하기
22073,475444,나도 몰라 엄마한테 물어 봐 ,8,여,가정
22074,475446,시끄럽게 떠들고 얄미워 ,8,여,가족에 대해 말하기
22075,475447,여름 방학 때 울산 이모집에 놀러갈 거에요 ,8,여,가족 소개하기
22076,475449,아빠는 주말에 저랑 잘 놀아주세요 ,8,여,가족 소개하기
22077,475456,우리 할머니는 요리를 잘 하세요 ,8,여,가족 소개하기
22078,475465,내동생은 유치원 다녀요 ,8,여,가족 소개하기
22079,475466,할머니 집에 놀러갈 때마다 제가 좋아하는 음식을 많이 만들어 주세요 ,8,여,가족 소개하기
22080,475469,너 지금 나 때렸냐 엄마한테 이를 거야 ,8,여,가정
22081,475470,우리 아빠는 은행에서 일해 ,8,여,가족에 대해 말하기
22082,475476,고모랑 게임하는 게 재밌어요 ,8,여,가족 소개하기
22083,475482,이거 내 거잖아 만지지 마 ,8,여,가정
22084,475483,동생이 생기면 잘해 줄 거예요 ,8,여,가족 소개하기
22085,475486,우리 가족은 네 명이에요 ,8,여,가족 소개하기
22086,475487,우리 할머니는 시골에 사셔  ,8,여,가족에 대해 말하기
22087,475491,(NO:)우리 삼촌은 베트남에 있어,8,여,가족에 대해 말하기
22088,475497,우리 아빠는 회사원이에요,8,여,가족 소개하기
22089,475498,할머니는 흰머리가 많으셔서 염색을 해요  ,8,여,가족 소개하기
22090,475499,엄마는 저한테 항상 양보하라고 하고 동생 편만 들어요 ,8,여,가족 소개하기
22091,475500,저는 여동생이 두 명 있어요 ,8,여,가족 소개하기
22092,475503,맛있어 나도 한 입만 ,8,여,가정
22093,475505,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,8,여,가족 소개하기
22094,475508,저희는 할머니랑 같이 살아요 ,8,여,가족 소개하기
22095,475511,저랑 제 동생은 쌍둥이에요 ,8,여,가족 소개하기
22096,475513,엄마가 밥 먹으래 빨리 나와 ,8,여,가정
22097,475514,(NO:시작) 우리 이모는 미국 살아,8,여,가족에 대해 말하기
22098,475515,나도 보여줘 한번만 해 보자 ,8,여,가정
22099,475521,할아버지는 책을 보실 때 돋보기를 써요 ,8,여,가족 소개하기
22100,475522,이모는 중학교 영어 선생님이에요 ,8,여,가족 소개하기
22101,475523,고모랑 주말마다 레고하는 게 너무 재미있어요 ,8,여,가족 소개하기
22102,475525,제 동생은 제 말을 잘 안 들어요 ,8,여,가족 소개하기
22103,475527,저는 동생이 가끔 미울 때가 있어요 ,8,여,가족 소개하기
22104,475530,할아버지는 머리가 하얘요 ,8,여,가족 소개하기
22105,475538,저는 엄마가 제일 좋아요,8,여,가족 소개하기
22106,475539,우리 집에 강아지가 두 마리 있어요 ,8,여,가족 소개하기
22107,475540,삼촌은 내가 말하는 거 다 만들어 줘요 ,8,여,가족 소개하기
22108,475541,나는 주말에 아빠랑 캐치볼을 해  ,8,여,가족에 대해 말하기
22109,475543,저랑 제 동생은 세 살 차이가 나요 ,8,여,가족 소개하기
22110,475544,놀이터 갈래 엄마한테 물어봐 ,8,여,가정
22111,475548,할머니는 흰머리가 많아요 ,8,여,가족 소개하기
22112,475556,저도 아빠 닮아서 그런지 키가 커요 ,8,여,가족 소개하기
22113,475557,우리 엄마는 선생님이야 ,8,여,가족에 대해 말하기
22114,475561,저는 남동생이 한 명 있어요 ,8,여,가족 소개하기
22115,475565,저는 엄마도 좋고 아빠도 좋아요 ,8,여,가족 소개하기
22116,475566,엄마 뱃속에 동생이 있어요 다음 달에 동생이 태어나요 ,8,여,가족 소개하기
22117,475569,이 책 다 봤어 이제 내가 봐도 돼,8,여,가정
22118,475572,우리 가족은 네 명이야 ,8,여,가족에 대해 말하기
22119,475574,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,8,여,가족 소개하기
22120,475577,우리 엄마가 세상에서 제일 예뻐요 ,8,여,가족 소개하기
22121,475579,너 숙제 다했어 게임해도 돼,8,여,가정
22122,475581,맨날 내 말 따라하고 공부하는데 방해해 ,8,여,가족에 대해 말하기
22123,475583,저는 할머니 외할아버지랑 같이 살아요 ,8,여,가족 소개하기
22124,475591,밥 먹고 하래 이거 다 정리해 ,8,여,가정
22125,475592,삼촌은 기타를 잘 쳐요 ,8,여,가족 소개하기
22126,475595,이모는 저랑 잘 놀아 줘요 ,8,여,가족 소개하기
22127,475598,나는 여동생이 있어,8,여,가족에 대해 말하기
22128,475601,나 지금 숙제하고 있잖아,8,여,가정
22129,475602,엄마가 티비 봐도 된데 진짜,8,여,가정
22130,478073,오늘은 우리 엄마 생일이에요 ,10,여,가족 생일
22131,478117,할머니 생신은 다음 달이래요 ,10,여,가족 생일
22132,478140,이번주 토요일은 아빠 생일이에요 ,10,여,가족 생일
22133,478143,그저께 할아버지 생신 파티했어요 ,10,여,가족 생일
22134,478146,내일 내 동생 생일이에요 ,10,여,가족 생일
22135,478153,아빠 생일이어서 생일카드 썼어요 ,10,여,가족 생일
22136,478171,다음 주에 할아버지 생신이래요 ,10,여,가족 생일
22137,478185,내 동생은 겨울에 태어났어요 ,10,여,가족 생일
22138,478194,제 생일은 시 월이에요  ,10,여,가족 생일
22139,478221,엄마 생일에 맛있는 거 먹으러 갈 거래요 ,10,여,가족 생일
22140,478365,이모네 갈 거예요 이모부 생신이래요,10,여,가족 생일
22141,478385,어제 할머니 생신이셔서 파티했어요 ,10,여,가족 생일
22142,478395,이모 생일이어서 케이크 샀어요 ,10,여,가족 생일
22143,478430,어제가 우리 아빠 생일이었어요 ,10,여,가족 생일
22144,478527,저는 여동생이 두 명 있어요 ,10,여,가족 소개하기
22145,478530,내동생은 유치원 다녀요 ,10,여,가족 소개하기
22146,478539,나도 할래 나도 해보고 싶어,10,여,가정
22147,478547,고모가 열 살 생일 선물로 제가 제일 갖고 싶었던 레고를 사주셨어요,10,여,가족 소개하기
22148,478555,할머니는 흰머리가 많으셔서 염색을 해요  ,10,여,가족 소개하기
22149,478556,저는 할머니 외할아버지랑 같이 살아요 ,10,여,가족 소개하기
22150,478561,나 이거 볼 거야 조용히 해 ,10,여,가정
22151,478569,삼촌은 나이가 서른 살이 넘었는데 결혼은 하지 않았어요 ,10,여,가족 소개하기
22152,478571,고모는 우리 아빠한테 오빠라고 불러요 ,10,여,가족 소개하기
22153,478576,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,10,여,가족 소개하기
22154,478578,이거 내 거잖아 만지지 마 ,10,여,가정
22155,478582,이 책 다 봤어 이제 내가 봐도 돼,10,여,가정
22156,478589,아빠 회사가 명동에 있는데 주말에 놀러간 적이 있어요 ,10,여,가족 소개하기
22157,478596,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,10,여,가족 소개하기
22158,478597,제 동생은 제 말을 잘 안 들어요 ,10,여,가족 소개하기
22159,478599,할머니는 아직도 저를 애기라고 불러요,10,여,가족 소개하기
22160,478607,조립하기 어려운 레고도 고모가 척척 만들어 주세요 ,10,여,가족 소개하기
22161,478609,우리 가족은 엄마 아빠 나 세 명이요,10,여,가족 소개하기
22162,478612,우리 가족은 네 명이야 ,10,여,가족에 대해 말하기
22163,478616,할머니는 흰머리가 많아요 ,10,여,가족 소개하기
22164,478618,나도 보여줘 한번만 해 보자 ,10,여,가정
22165,478629,할아버지랑 문구점 같이 가기로 약속했어요 ,10,여,가족 소개하기
22166,478630,시끄럽게 떠들고 얄미워 ,10,여,가족에 대해 말하기
22167,478635,저랑 제 동생은 쌍둥이에요 ,10,여,가족 소개하기
22168,478639,고모네 집은 우리 집이랑 가까워서 자주 놀러가요 ,10,여,가족 소개하기
22169,478640,동생이 생기면 잘해 줄 거예요 ,10,여,가족 소개하기
22170,478644,할머니 집에 놀러갈 때마다 제가 좋아하는 음식을 많이 만들어 주세요 ,10,여,가족 소개하기
22171,478645,삼촌이 오시면 제 방에서 같이 게임해요 ,10,여,가족 소개하기
22172,478646,우리 아빠는 키가 커요 ,10,여,가족 소개하기
22173,478648,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,10,여,가족 소개하기
22174,478649,우리 집에는 이모가 주신 고양이 두 마리 있어요 ,10,여,가족 소개하기
22175,478650,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,10,여,가족 소개하기
22176,478651,이모는 저랑 잘 놀아 줘요 ,10,여,가족 소개하기
22177,478656,삼촌은 기타를 잘 쳐요 ,10,여,가족 소개하기
22178,478657,우리 할머니가 이 모자 뜨개질로 만드신 거예요 ,10,여,가족 소개하기
22179,478659,저희는 할머니랑 같이 살아요 ,10,여,가족 소개하기
22180,478665,저희는 말티즈 한 마리를 키워요 ,10,여,가족 소개하기
22181,478669,저는 엄마도 좋고 아빠도 좋아요 ,10,여,가족 소개하기
22182,478672,엄마가 티비 봐도 된데 진짜,10,여,가정
22183,478684,나는 여동생이 있어,10,여,가족에 대해 말하기
22184,478694,나 숙제해야 해 방해하지 마 ,10,여,가정
22185,478696,우리 엄마가 세상에서 제일 예뻐요 ,10,여,가족 소개하기
22186,478707,우리 할머니는 요리를 잘 하세요 ,10,여,가족 소개하기
22187,478708,우리 엄마는 키가 작고 안경을 썼어요,10,여,가족 소개하기
22188,478714,저도 아빠 닮아서 그런지 키가 커요 ,10,여,가족 소개하기
22189,478716,맛있어 나도 한 입만 ,10,여,가정
22190,478720,엄마는 저한테 항상 양보하라고 하고 동생 편만 들어요 ,10,여,가족 소개하기
22191,478725,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,10,여,가족 소개하기
22192,478727,한 달에 한 번 수원 할머니네 집에 가요 ,10,여,가족 소개하기
22193,478731,엄마가 밥 먹으래 빨리 나와 ,10,여,가정
22194,478734,이모는 중학교 영어 선생님이에요 ,10,여,가족 소개하기
22195,478735,그래서 이름 부를 때 맨날 헷갈려요 ,10,여,가족 소개하기
22196,478737,고모랑 게임하는 게 재밌어요 ,10,여,가족 소개하기
22197,478742,우리 아빠는 회사원이에요,10,여,가족 소개하기
22198,478744,삼촌이랑 레고 만드는 게 좋아요 ,10,여,가족 소개하기
22199,478745,우리 가족은 네 명이에요 ,10,여,가족 소개하기
22200,478749,할아버지는 머리가 하얘요 ,10,여,가족 소개하기
22201,478755,할아버지는 책을 보실 때 돋보기를 써요 ,10,여,가족 소개하기
22202,478758,고모랑 주말마다 레고하는 게 너무 재미있어요 ,10,여,가족 소개하기
22203,478766,나 지금 숙제하고 있잖아,10,여,가정
22204,478768,우리 할머니는 시골에 사셔  ,10,여,가족에 대해 말하기
22205,478769,너 숙제 다했어 게임해도 돼,10,여,가정
22206,478770,우리 아빠는 은행에서 일해 ,10,여,가족에 대해 말하기
22207,478772,엄마랑 삼촌은 남매 사이래요 ,10,여,가족 소개하기
22208,478774,저는 동생한테 재미있는 동화책을 자주 읽어줘요 ,10,여,가족 소개하기
22209,478777,나는 주말에 아빠랑 캐치볼을 해  ,10,여,가족에 대해 말하기
22210,478779,우리 아빠는 웃음 소리가 되게 커요,10,여,가족 소개하기
22211,478784,아빠랑 자기 전에 침대에서 책읽는 게 좋아요 ,10,여,가족 소개하기
22212,478789,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,10,여,가족 소개하기
22213,478791,저는 동생이 가끔 미울 때가 있어요 ,10,여,가족 소개하기
22214,478792,제 동생은 제 물건을 자꾸 가져가요 ,10,여,가족 소개하기
22215,478795,나도 몰라 엄마한테 물어 봐 ,10,여,가정
22216,478798,아빠는 주말에 저랑 잘 놀아주세요 ,10,여,가족 소개하기
22217,478806,너 지금 나 때렸냐 엄마한테 이를 거야 ,10,여,가정
22218,478809,아빠는 저랑 동생한테 장난을 많이 쳐요 ,10,여,가족 소개하기
22219,478810,우리 엄마는 화장 안 해도 예뻐요 ,10,여,가족 소개하기
22220,478811,삼촌은 내가 말하는 거 다 만들어 줘요 ,10,여,가족 소개하기
22221,478815,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,10,여,가족 소개하기
22222,478816,저는 엄마가 제일 좋아요,10,여,가족 소개하기
22223,478820,여름 방학 때 울산 이모집에 놀러갈 거에요 ,10,여,가족 소개하기
22224,478822,우리집은 고양이를 키워요 ,10,여,가족 소개하기
22225,478823,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,10,여,가족 소개하기
22226,478824,엄마가 자전거 어떻게 타는지 가르쳐 줬어요 ,10,여,가족 소개하기
22227,478825,엄마는 게임하는 걸 싫어하는데 이모 집에 가면 게임을 실컷 할 수 있어요 ,10,여,가족 소개하기
22228,478830,저랑 제 동생은 세 살 차이가 나요 ,10,여,가족 소개하기
22229,478835,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,10,여,가족 소개하기
22230,478837,저는 남동생이 한 명 있어요 ,10,여,가족 소개하기
22231,478839,우리 엄마는 선생님이야 ,10,여,가족에 대해 말하기
22232,478843,놀이터 갈래 엄마한테 물어봐 ,10,여,가정
22233,478849,이모 집에 가면 제가 좋아하는 사촌들과 놀 수 있어서 벌써 부터 기대되요 ,10,여,가족 소개하기
22234,478851,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요 ,10,여,가족 소개하기
22235,478853,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,10,여,가족 소개하기
22236,478854,일학년 때는 아빠가 (SP:)아침에 학교갈 때 같이 갔어요,10,여,가족 소개하기
22237,478862,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,10,여,가족 소개하기
22238,478863,우리 집에 강아지가 두 마리 있어요 ,10,여,가족 소개하기
22239,478867,밥 먹고 하래 이거 다 정리해 ,10,여,가정
22240,478870,내 동생은 맨날 귀찮게 졸졸 쫓아 다녀,10,여,가족에 대해 말하기
22241,478871,우리 이모는 미국 살아,10,여,가족에 대해 말하기
22242,478872,우리 삼촌은 베트남에 있어,10,여,가족에 대해 말하기
22243,478873,맨날 내 말 따라하고 공부하는데 방해해 ,10,여,가족에 대해 말하기
22244,481034,삼촌이 오시면 제 방에서 같이 게임해요 ,9,여,가족 소개하기
22245,481035,어제 할머니 생신이셔서 파티했어요 ,9,여,가족 생일
22246,481036,저는 동생한테 재미있는 동화책을 자주 읽어줘요 ,9,여,가족 소개하기
22247,481037,오늘은 우리 엄마 생일이에요 ,9,여,가족 생일
22248,481038,할머니는 아직도 저를 애기라고 불러요,9,여,가족 소개하기
22249,481049,나 이거 볼 거야 조용히 해 ,9,여,가정
22250,481051,나 지금 숙제하고 있잖아,9,여,가정
22251,481052,너 숙제 다했어 게임해도 돼,9,여,가정
22252,481061,우리 아빠는 회사원이에요,9,여,가족 소개하기
22253,481068,저는 동생이 가끔 미울 때가 있어요 ,9,여,가족 소개하기
22254,481069,할아버지랑 문구점 같이 가기로 약속했어요 ,9,여,가족 소개하기
22255,481073,나도 몰라 엄마한테 물어 봐 ,9,여,가정
22256,481074,저도 아빠 닮아서 그런지 키가 커요 ,9,여,가족 소개하기
22257,481075,다음 주에 할아버지 생신이래요 ,9,여,가족 생일
22258,481079,아빠 생일이어서 생일카드 썼어요 ,9,여,가족 생일
22259,481081,조립하기 어려운 레고도 고모가 척척 만들어 주세요 ,9,여,가족 소개하기
22260,481086,한 달에 한 번 수원 할머니네 집에 가요 ,9,여,가족 소개하기
22261,481093,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,9,여,가족 소개하기
22262,481094,할머니 집에 놀러갈 때마다 제가 좋아하는 음식을 많이 만들어 주세요 ,9,여,가족 소개하기
22263,481097,아빠 회사가 명동에 있는데 주말에 놀러간 적이 있어요 ,9,여,가족 소개하기
22264,481098,나도 할래 나도 해보고 싶어,9,여,가정
22265,481105,할머니는 흰머리가 많아요 ,9,여,가족 소개하기
22266,481106,이모는 중학교 영어 선생님이에요 ,9,여,가족 소개하기
22267,481122,제 생일은 시 월이에요  ,9,여,가족 생일
22268,481126,할아버지는 책을 보실 때 돋보기를 써요 ,9,여,가족 소개하기
22269,481128,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,9,여,가족 소개하기
22270,481134,삼촌은 나이가 서른 살이 넘었는데 결혼은 하지 않았어요 ,9,여,가족 소개하기
22271,481141,엄마가 티비 봐도 된데 진짜,9,여,가정
22272,481143,나도 보여줘 한번만 해 보자 ,9,여,가정
22273,481146,우리 엄마는 화장 안 해도 예뻐요 ,9,여,가족 소개하기
22274,481152,이모는 저랑 잘 놀아 줘요 ,9,여,가족 소개하기
22275,481155,저는 엄마도 좋고 아빠도 좋아요 ,9,여,가족 소개하기
22276,481159,너 지금 나 때렸냐 엄마한테 이를 거야 ,9,여,가정
22277,481160,엄마가 밥 먹으래 빨리 나와 ,9,여,가정
22278,481164,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,9,여,가족 소개하기
22279,481170,제 동생은 제 말을 잘 안 들어요 ,9,여,가족 소개하기
22280,481172,동생이 생기면 잘해 줄 거예요 ,9,여,가족 소개하기
22281,481178,이모네 갈 거예요 이모부 생신이래요,9,여,가족 생일
22282,481184,이모 생일이어서 케이크 샀어요 ,9,여,가족 생일
22283,481185,맛있어 나도 한 입만 ,9,여,가정
22284,481192,제 동생은 제 물건을 자꾸 가져가요 ,9,여,가족 소개하기
22285,481193,엄마랑 삼촌은 남매 사이래요 ,9,여,가족 소개하기
22286,481194,우리 엄마가 세상에서 제일 예뻐요 ,9,여,가족 소개하기
22287,481201,고모랑 주말마다 레고하는 게 너무 재미있어요 ,9,여,가족 소개하기
22288,481204,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,9,여,가족 소개하기
22289,481209,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,9,여,가족 소개하기
22290,481212,우리 할머니는 요리를 잘 하세요 ,9,여,가족 소개하기
22291,481217,우리집은 고양이를 키워요 ,9,여,가족 소개하기
22292,481219,어제가 우리 아빠 생일이었어요 ,9,여,가족 생일
22293,481221,할아버지는 머리가 하얘요 ,9,여,가족 소개하기
22294,481222,여름 방학 때 울산 이모집에 놀러갈 거에요 ,9,여,가족 소개하기
22295,481224,이거 내 거잖아 만지지 마 ,9,여,가정
22296,481228,고모네 집은 우리 집이랑 가까워서 자주 놀러가요 ,9,여,가족 소개하기
22297,481231,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,9,여,가족 소개하기
22298,481234,이 책 다 봤어 이제 내가 봐도 돼,9,여,가정
22299,481238,저희는 할머니랑 같이 살아요 ,9,여,가족 소개하기
22300,481242,아빠랑 자기 전에는 침대에서 책읽는 게 좋아요 ,9,여,가족 소개하기
22301,481244,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요 ,9,여,가족 소개하기
22302,481248,밥 먹고 하래 이거 다 정리해 ,9,여,가정
22303,481251,저는 엄마가 제일 좋아요,9,여,가족 소개하기
22304,481256,나 숙제해야 해 방해하지 마 ,9,여,가정
22305,481258,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,9,여,가족 소개하기
22306,481259,삼촌은 내가 말하는 거 다 만들어 줘요 ,9,여,가족 소개하기
22307,481272,저랑 제 동생은 세 살 차이가 나요 ,9,여,가족 소개하기
22308,481276,이번주 토요일은 아빠 생일이에요 ,9,여,가족 생일
22309,481283,내동생은 유치원 다녀요 ,9,여,가족 소개하기
22310,481286,삼촌이랑 레고 만드는 게 좋아요 ,9,여,가족 소개하기
22311,481292,엄마는 게임하는 걸 싫어하는데 이모 집에 가면 게임을 실컷 할 수 있어요 ,9,여,가족 소개하기
22312,481296,아빠는 주말에 저랑 잘 놀아주세요 ,9,여,가족 소개하기
22313,481299,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,9,여,가족 소개하기
22314,481304,우리 아빠는 웃음 소리가 되게 커요,9,여,가족 소개하기
22315,481313,저는 할머니 외할아버지랑 같이 살아요 ,9,여,가족 소개하기
22316,481318,놀이터 갈래 엄마한테 물어봐 ,9,여,가정
22317,481326,엄마 뱃속에 동생이 있어요 다음 달에 동생이 태어나요 ,9,여,가족 소개하기
22318,481327,고모네 집에 가면 사촌 동생이랑 같이 놀고 재미 있어요,9,여,가족 소개하기
22319,481331,저랑 제 동생은 쌍둥이에요 ,9,여,가족 소개하기
22320,481332,그저께 할아버지 생신 파티했어요 ,9,여,가족 생일
22321,481335,엄마는 저한테 항상 양보하라고 하고 동생 편만 들어요 ,9,여,가족 소개하기
22322,481338,내일 내 동생 생일이에요 ,9,여,가족 생일
22323,481342,저는 남동생이 한 명 있어요 ,9,여,가족 소개하기
22324,481350,할머니는 흰머리가 많으셔서 염색을 해요  ,9,여,가족 소개하기
22325,481351,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,9,여,가족 소개하기
22326,481353,고모가 열 살 생일 선물로 제가 제일 갖고 싶었던 레고를 사주셨어요,9,여,가족 소개하기
22327,481356,우리 가족은 엄마 아빠 나 세 명이요,9,여,가족 소개하기
22328,481359,엄마가 자전거 어떻게 타는지 가르쳐 줬어요 ,9,여,가족 소개하기
22329,481360,그래서 이름 부를 때 맨날 헷갈려요 ,9,여,가족 소개하기
22330,481361,우리 할머니가 이 모자 뜨개질로 만드신 거예요 ,9,여,가족 소개하기
22331,481366,우리 가족은 네 명이에요 ,9,여,가족 소개하기
22332,481367,할머니 생신은 다음 달이래요 ,9,여,가족 생일
22333,481371,우리 아빠는 키가 커요 ,9,여,가족 소개하기
22334,481374,우리 엄마는 키가 작고 안경을 썼어요,9,여,가족 소개하기
22335,481378,아빠는 저랑 동생한테 장난을 많이 쳐요 ,9,여,가족 소개하기
22336,481383,내 동생은 겨울에 태어났어요 ,9,여,가족 생일
22337,481385,저희는 말티즈 한 마리를 키워요 ,9,여,가족 소개하기
22338,481386,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,9,여,가족 소개하기
22339,481390,삼촌은 기타를 잘 쳐요 ,9,여,가족 소개하기
22340,481393,우리 집에는 이모가 주신 고양이가 두 마리 있어요 ,9,여,가족 소개하기
22341,481404,고모랑 게임하는 게 재밌어요 ,9,여,가족 소개하기
22342,481406,저는 여동생이 두 명 있어요 ,9,여,가족 소개하기
22343,481408,이모 집에 가면 제가 좋아하는 사촌들과 놀 수 있어서 벌써 부터 기대되요 ,9,여,가족 소개하기
22344,481413,고모는 우리 아빠한테 오빠라고 불러요 ,9,여,가족 소개하기
22345,481416,우리 집에 강아지 두 마리가 있어요 ,9,여,가족 소개하기
22346,481420,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,9,여,가족 소개하기
22347,481430,엄마 생일에 맛있는 거 먹으러 갈 거래요 ,9,여,가족 생일
22348,481432,내 동생은 맨날 귀찮게 졸졸 쫓아 다녀,9,여,가족에 대해 말하기
22349,481433,우리 엄마는 선생님이야 ,9,여,가족에 대해 말하기
22350,481450,우리 이모는 미국 살아,9,여,가족에 대해 말하기
22351,481452,우리 아빠는 은행에서 일해 ,9,여,가족에 대해 말하기
22352,481464,맨날 내 말 따라하고 공부하는데 방해해 ,9,여,가족에 대해 말하기
22353,481473,우리 삼촌은 베트남에 있어,9,여,가족에 대해 말하기
22354,481485,우리 할머니는 시골에 사셔  ,9,여,가족에 대해 말하기
22355,481491,나는 여동생이 있어,9,여,가족에 대해 말하기
22356,481507,시끄럽게 떠들고 얄미워 ,9,여,가족에 대해 말하기
22357,481510,우리 가족은 네 명이야 ,9,여,가족에 대해 말하기
22358,481519,나는 주말에 아빠랑 캐치볼을 해  ,9,여,가족에 대해 말하기
22359,483019,밥 먹고 하래 이거 다 정리해 ,10,여,가정
22360,483021,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요 ,10,여,가족 소개하기
22361,483022,너 숙제 다했어 게임해도 돼,10,여,가정
22362,483023,삼촌이 오시면 제 방에서 같이 게임해요 ,10,여,가족 소개하기
22363,483025,우리집은 고양이를 키워요 ,10,여,가족 소개하기
22364,483038,그저께 할아버지 생신 파티했어요 ,10,여,가족 생일
22365,483042,우리 엄마는 화장 안 해도 예뻐요 ,10,여,가족 소개하기
22366,483043,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,10,여,가족 소개하기
22367,483050,엄마가 티비 봐도 된데 진짜,10,여,가정
22368,483053,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,10,여,가족 소개하기
22369,483066,이모는 중학교 영어 선생님이에요 ,10,여,가족 소개하기
22370,483068,저희는 말티즈 한 마리를 키워요 ,10,여,가족 소개하기
22371,483069,오늘은 우리 엄마 생일이에요 ,10,여,가족 생일
22372,483074,삼촌은 기타를 잘 쳐요 ,10,여,가족 소개하기
22373,483078,여름 방학 때 울산 이모집에 놀러갈 거에요 ,10,여,가족 소개하기
22374,483081,이거 내 거잖아 만지지 마 ,10,여,가정
22375,483082,이모네 갈 거예요 이모부 생신이래요,10,여,가족 생일
22376,483086,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,10,여,가족 소개하기
22377,483088,할아버지랑 문구점 같이 가기로 약속했어요 ,10,여,가족 소개하기
22378,483092,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,10,여,가족 소개하기
22379,483100,우리 가족은 네 명이에요 ,10,여,가족 소개하기
22380,483105,저랑 제 동생은 쌍둥이에요 ,10,여,가족 소개하기
22381,483108,그래서 이름 부를 때 맨날 헷갈려요 ,10,여,가족 소개하기
22382,483112,우리 엄마는 키가 작고 안경을 썼어요,10,여,가족 소개하기
22383,483116,너 지금 나 때렸냐 엄마한테 이를 거야 ,10,여,가정
22384,483117,엄마는 저한테 항상 양보하라고 하고 동생 편만 들어요 ,10,여,가족 소개하기
22385,483119,저는 남동생이 한 명 있어요 ,10,여,가족 소개하기
22386,483130,다음 주에 할아버지 생신이래요 ,10,여,가족 생일
22387,483131,저랑 제 동생은 세 살 차이가 나요 ,10,여,가족 소개하기
22388,483136,할머니는 아직도 저를 애기라고 불러요,10,여,가족 소개하기
22389,483148,고모랑 주말마다 레고하는 게 너무 재밌어요,10,여,가족 소개하기
22390,483155,아빠는 저랑 동생한테 장난을 많이 쳐요 ,10,여,가족 소개하기
22391,483157,아빠 생일이어서 생일카드 썼어요 ,10,여,가족 생일
22392,483158,삼촌이랑 레고 만드는 게 좋아요 ,10,여,가족 소개하기
22393,483162,아빠는 주말에 저랑 잘 놀아주세요 ,10,여,가족 소개하기
22394,483163,맛있어 나도 한 입만 ,10,여,가정
22395,483165,이번주 토요일은 아빠 생일이에요 ,10,여,가족 생일
22396,483166,우리 아빠는 회사원이에요,10,여,가족 소개하기
22397,483172,고모랑 게임하는 게 재밌어요 ,10,여,가족 소개하기
22398,483174,우리 엄마가 세상에서 제일 예뻐요 ,10,여,가족 소개하기
22399,483177,할아버지는 책을 보실 때 돋보기를 써요 ,10,여,가족 소개하기
22400,483179,고모는 우리 아빠한테 오빠라고 불러요 ,10,여,가족 소개하기
22401,483184,이모 생일이어서 케이크 샀어요 ,10,여,가족 생일
22402,483189,아빠 회사가 명동에 있는데 주말에 놀러간 적이 있어요 ,10,여,가족 소개하기
22403,483191,우리 가족은 엄마 아빠 나 세 명이요,10,여,가족 소개하기
